---------------------------------------------------------------------
 Eq     N-i     T       dB  Ri/R1   Ri/R0    R/Ri     lsIt   dB  %t
---------------------------------------------------------------------
 NS 41-5  7.959e+02  [-64 6.089e-04 8.041e-05 4.030e-02]  !9 0 91!  WARNING: The linear system solution has not converged
 NS 42-1  7.979e+02  [0 1.000e+00 1.264e-01 9.166e-04]  [4 -6 83]
 NS 42-2  8.018e+02  [-20 9.799e-02 1.238e-02 8.184e-04]  [8 -3 90]
 NS 42-3  8.061e+02  [-34 1.951e-02 2.465e-03 3.016e-03]  !9 0 92!  WARNING: The linear system solution has not converged
 NS 42-4  8.100e+02  [-50 2.978e-03 3.763e-04 1.425e-02]  !9 0 90!  WARNING: The linear system solution has not converged
 NS 42-5  8.140e+02  [-64 5.931e-04 7.493e-05 6.810e-02]  !9 0 89!  WARNING: The linear system solution has not converged
 NS 43-1  8.160e+02  [0 1.000e+00 1.210e-01 8.612e-04]  [4 -6 80]
 NS 43-2  8.194e+02  [-20 9.339e-02 1.130e-02 8.764e-04]  [8 -3 89]
 NS 43-3  8.234e+02  [-34 1.848e-02 2.237e-03 2.971e-03]  !9 0 91!  WARNING: The linear system solution has not converged
 NS 43-4  8.274e+02  [-50 2.852e-03 3.452e-04 1.575e-02]  !9 0 91!  WARNING: The linear system solution has not converged
 NS 43-5  8.314e+02  [-64 5.737e-04 6.944e-05 4.998e-02]  !9 0 89!  WARNING: The linear system solution has not converged
 NS 44-1  8.338e+02  [0 1.000e+00 1.166e-01 7.752e-04]  [4 -6 83]
 NS 44-2  8.373e+02  [-21 8.792e-02 1.025e-02 7.657e-04]  [8 -3 87]
 NS 44-3  8.413e+02  [-35 1.709e-02 1.993e-03 2.255e-03]  !9 0 91!  WARNING: The linear system solution has not converged
 NS 44-4  8.491e+02  [-51 2.670e-03 3.112e-04 1.182e-02]  !9 -1 95!  WARNING: The linear system solution has not converged
 NS 44-5  8.550e+02  [-65 5.425e-04 6.323e-05 4.424e-02]  !9 0 88!  WARNING: The linear system solution has not converged
 NS 45-1  8.570e+02  [0 1.000e+00 1.129e-01 6.932e-04]  [4 -6 81]
