---------------------------------------------------------------------
 Eq     N-i     T       dB  Ri/R1   Ri/R0    R/Ri     lsIt   dB  %t
---------------------------------------------------------------------
 NS 45-2  8.602e+02  [-21 8.273e-02 9.342e-03 9.135e-04]  [7 -5 89]
 NS 45-3  8.643e+02  [-36 1.583e-02 1.787e-03 9.650e-04]  [9 -2 91]
 NS 45-4  8.684e+02  [-52 2.496e-03 2.818e-04 4.856e-03]  !9 0 91!  WARNING: The linear system solution has not converged
 NS 45-5  8.724e+02  [-65 5.012e-04 5.660e-05 2.210e-02]  !9 0 90!  WARNING: The linear system solution has not converged
 NS 46-1  8.743e+02  [0 1.000e+00 1.097e-01 6.553e-04]  [4 -6 81]
 NS 46-2  8.779e+02  [-21 7.963e-02 8.738e-03 7.142e-04]  [8 -4 89]
 NS 46-3  8.818e+02  [-36 1.508e-02 1.655e-03 1.190e-03]  !9 -1 91!  WARNING: The linear system solution has not converged
 NS 46-4  8.857e+02  [-52 2.404e-03 2.638e-04 6.732e-03]  !9 0 91!  WARNING: The linear system solution has not converged
 NS 46-5  8.897e+02  [-66 4.671e-04 5.126e-05 2.094e-02]  !9 0 90!  WARNING: The linear system solution has not converged
 NS 47-1  8.916e+02  [0 1.000e+00 1.067e-01 6.384e-04]  [4 -6 83]
 NS 47-2  8.950e+02  [-22 7.848e-02 8.373e-03 9.124e-04]  [8 -3 90]
 NS 47-3  8.989e+02  [-36 1.466e-02 1.564e-03 2.465e-03]  !9 0 91!  WARNING: The linear system solution has not converged
 NS 47-4  9.029e+02  [-52 2.348e-03 2.505e-04 1.177e-02]  !9 0 91!  WARNING: The linear system solution has not converged
 NS 47-5  9.072e+02  [-67 4.368e-04 4.660e-05 3.368e-02]  !9 0 91!  WARNING: The linear system solution has not converged
 NS 48-1  9.093e+02  [0 1.000e+00 1.037e-01 6.250e-04]  [4 -6 78]
 NS 48-2  9.128e+02  [-22 7.775e-02 8.063e-03 7.565e-04]  [8 -4 87]
 NS 48-3  9.167e+02  [-36 1.425e-02 1.478e-03 1.785e-03]  !9 0 92!  WARNING: The linear system solution has not converged
 NS 48-4  9.207e+02  [-52 2.279e-03 2.364e-04 8.343e-03]  !9 0 91!  WARNING: The linear system solution has not converged
 NS 48-5  9.247e+02  [-67 4.100e-04 4.253e-05 3.415e-02]  !9 0 90!  WARNING: The linear system solution has not converged
 NS 49-1  9.267e+02  [0 1.000e+00 1.008e-01 6.051e-04]  [4 -6 83]
 NS 49-2  9.301e+02  [-22 7.662e-02 7.725e-03 6.760e-04]  [8 -4 89]
 NS 49-3  9.340e+02  [-37 1.370e-02 1.381e-03 1.334e-03]  !9 -1 91!  WARNING: The linear system solution has not converged
 NS 49-4  9.380e+02  [-53 2.156e-03 2.174e-04 6.985e-03]  !9 -1 91!  WARNING: The linear system solution has not converged
 NS 49-5  9.425e+02  [-68 3.820e-04 3.851e-05 3.465e-02]  !9 0 92!  WARNING: The linear system solution has not converged
 NS 50-1  9.445e+02  [0 1.000e+00 9.813e-02 5.858e-04]  [4 -6 80]
 NS 50-2  9.478e+02  [-22 7.525e-02 7.385e-03 6.939e-04]  [8 -4 90]
 NS 50-3  9.519e+02  [-37 1.302e-02 1.277e-03 1.888e-03]  !9 -1 92!  WARNING: The linear system solution has not converged
 NS 50-4  9.558e+02  [-53 2.010e-03 1.972e-04 9.983e-03]  !9 0 91!  WARNING: The linear system solution has not converged
 NS 50-5s 9.599e+02  [-68 3.566e-04 3.500e-05 4.164e-02]  !9 0 89!  WARNING: The linear system solution has not converged
